Route,Day,Location,Incident,Min Delay,Min Gap,Date_,Month,Hour
75,Thursday,SHERBOURNE AND ESPLANA,Emergency Services,8,16,2024-09-12,9,16
45,Thursday,STEELES LOOP,Mechanical,13,20,2024-09-12,9,16
944,Thursday,COLONEL SAMUEL SMITTH,Operations - Operator,12,25,2024-09-12,9,16
100,Thursday,BROADVIEW STATION,Mechanical,6,12,2024-09-12,9,16
66,Thursday,OLD MILL STATION,Investigation,10,20,2024-09-12,9,16
32,Thursday,EGLINTON AND GLENHOLME,Mechanical,10,20,2024-09-12,9,16
37,Thursday,ISLINGTON - BTWN SATTE,Diversion,9,18,2024-09-12,9,16
131,Thursday,NUGGET AND MARKHAM,Mechanical,13,26,2024-09-12,9,16
989,Thursday,KEELE AND DUNDAS WEST,Emergency Services,10,20,2024-09-12,9,16
937,Thursday,FINCH AND ISLINGTON,Diversion,13,26,2024-09-12,9,16
80,Thursday,QUEENSWAY AND KIPLING,Mechanical,25,50,2024-09-12,9,16
86,Thursday,EGLLINTON AND CEDAR BR,Emergency Services,18,36,2024-09-12,9,16
32,Thursday,EMMETT AND VERONA,Mechanical,20,40,2024-09-12,9,16
17,Thursday,WARDEN STATION,Cleaning - Unsanitary,10,20,2024-09-12,9,16
52,Thursday,ISLINGTON AND WESTWAY,Security,9,18,2024-09-12,9,17
116,Thursday,MORNINGSIDE AND NIGHTS,Mechanical,8,16,2024-09-12,9,17
996,Thursday,SCARBOROUGH CENTRE STA,Cleaning - Unsanitary,10,20,2024-09-12,9,17
38,Thursday,KENNEDY STATION,Security,15,30,2024-09-12,9,17
118,Thursday,THISTLE AND BENTWICK,Mechanical,24,48,2024-09-12,9,17
102,Thursday,WARDEN STATION,Mechanical,10,20,2024-09-12,9,17
44,Thursday,KIPLING STATION,Operations - Operator,6,12,2024-09-12,9,17
76,Thursday,ROYAL YORK AND NEWCAST,Cleaning - Unsanitary,10,20,2024-09-12,9,17
131,Thursday,KENNEDY STATION,Operations - Operator,13,26,2024-09-12,9,17
76,Thursday,EVANS AND ROYAL YORK,Cleaning - Unsanitary,10,20,2024-09-12,9,17
43,Thursday,KENNEDY AND PROGRESS,Emergency Services,15,30,2024-09-12,9,18
108,Thursday,SHEPPARD AND KEELE,Security,21,42,2024-09-12,9,18
44,Thursday,KIPLING STATION,Utilized Off Route,6,12,2024-09-12,9,18
94,Thursday,CASTLEFRANK STATION,Mechanical,20,40,2024-09-12,9,18
29,Thursday,7 SPRINGHURST AVENUE,Vision,8,16,2024-09-12,9,18
78,Thursday,CARLUKE AND FIFESHIRE,Mechanical,20,40,2024-09-12,9,18
21,Thursday,KENNEDY STATION,Operations - Operator,20,40,2024-09-12,9,18
900,Thursday,PEARSON AIRPORT,Mechanical,9,18,2024-09-12,9,18
110,Thursday,ISLINGTON STATION,Operations - Operator,12,24,2024-09-12,9,19
960,Thursday,PIONEER VILLAGE STATIO,Mechanical,7,14,2024-09-12,9,19
89,Thursday,WESTON AND LITTLE,Operations - Operator,10,20,2024-09-12,9,19
85,Thursday,PROGRESS AND SHEPPARD,Mechanical,18,36,2024-09-12,9,19
133,Thursday,NEILSON AND FINCH,Mechanical,15,30,2024-09-12,9,19
7,Thursday,BATHURST AND NINA,Mechanical,10,10,2024-09-12,9,19
95,Thursday,YORK MILLS AND CHIPSTE,Mechanical,10,23,2024-09-12,9,19
21,Thursday,KENNEDY STATION,Operations - Operator,20,40,2024-09-12,9,19
75,Thursday,KING AND SHERBOURNE,Utilized Off Route,8,16,2024-09-12,9,20
903,Thursday,KENNEDY STATION,Mechanical,8,16,2024-09-12,9,20
108,Thursday,STEELES AND NORTHWEST,Mechanical,11,22,2024-09-12,9,20
85,Thursday,KENNEDY AND SHEPPARD,Mechanical,13,31,2024-09-12,9,20
63,Thursday,OSSINGTON AND HARBORD,Diversion,15,10,2024-09-12,9,20
41,Thursday,PIONEER VILLAGE STATIO,Security,10,20,2024-09-12,9,20
95,Thursday,YORK MILLS STATION,Operations - Operator,12,24,2024-09-12,9,20
902,Thursday,MARKHAM AND SHEPPARD,Mechanical,12,24,2024-09-12,9,20
900,Thursday,PEARON AIRPORT,Cleaning - Unsanitary,9,18,2024-09-12,9,20
904,Thursday,MIDLAND AND LAWRENCE,Mechanical,15,30,2024-09-12,9,20
34,Thursday,EGLINTON AND SLOANE,Emergency Services,10,20,2024-09-12,9,20
29,Thursday,WILSON STATION,Vision,8,16,2024-09-12,9,20
86,Thursday,MORNINGSIDE AND LAWREN,Mechanical,16,34,2024-09-12,9,20
64,Thursday,MAIN STATION,Mechanical,10,20,2024-09-12,9,21
85,Thursday,SHEPPARD AND MEADOWVAL,Mechanical,10,20,2024-09-12,9,21
131,Thursday,KENNEDY STATION,Operations - Operator,17,34,2024-09-12,9,21
32,Thursday,EGLINTON STATION,Cleaning - Unsanitary,16,32,2024-09-12,9,22
161,Thursday,DOVERCOURT AND NORTHUM,Utilized Off Route,20,40,2024-09-12,9,22
32,Thursday,EGLINTON STATION,Emergency Services,16,32,2024-09-12,9,22
45,Thursday,KIPLING AND CLEMENT,Vision,10,20,2024-09-12,9,22
32,Thursday,RENFORTH STATION,Mechanical,15,30,2024-09-12,9,22
41,Thursday,KEELE AND INGRAM,Security,20,40,2024-09-12,9,22
11,Thursday,WELLNESS WAY AND HOSPI,Cleaning - Unsanitary,24,48,2024-09-12,9,22
41,Thursday,KEELE STATION,Mechanical,20,40,2024-09-12,9,22
77,Thursday,WINDERMERE AND QUEENSW,Vision,15,30,2024-09-12,9,23
35,Thursday,JANE AND DUNDAS,Mechanical,8,16,2024-09-12,9,23
86,Thursday,MEADOWVALE LOOP,Security,10,20,2024-09-12,9,23
65,Thursday,PARLIAMENT AND MILL,Collision - TTC,13,26,2024-09-12,9,0
60,Thursday,FINCH STATION,Utilized Off Route,12,24,2024-09-12,9,0
35,Thursday,JANE AND BLOOR,General Delay,10,20,2024-09-12,9,0
35,Thursday,JANE AND BLOOR,Utilized Off Route,15,31,2024-09-12,9,1
63,Thursday,OSSINGTON STATION,Utilized Off Route,10,20,2024-09-12,9,1
89,Thursday,KEELE STATION,Utilized Off Route,10,20,2024-09-12,9,1
185,Thursday,SHEPPARD AND YONGE,Cleaning - Unsanitary,20,40,2024-09-12,9,1
53,Friday,MCNICOLL GARAGE,Operations - Operator,13,26,2024-09-13,9,4
12,Friday,BIRCHMOUNT AND ST CLAI,Collision - TTC,17,17,2024-09-13,9,4
134,Friday,101 TAPSCOTT RD,Mechanical,18,36,2024-09-13,9,4
17,Friday,WARDEN STATION,Mechanical,20,30,2024-09-13,9,5
960,Friday,STEELES AND HIGHWAT 27,Operations - Operator,6,9,2024-09-13,9,6
64,Friday,MAIN STREET STATION,Vision,10,20,2024-09-13,9,6
37,Friday,REXDALE AND TIDEMORE,Mechanical,14,14,2024-09-13,9,6
38,Friday,MIDLAND AND EGLINTON,Mechanical,15,30,2024-09-13,9,6
903,Friday,KENNEDY STATION,Mechanical,8,16,2024-09-13,9,6
116,Friday,MORNINGSIDE ANF NIGHTS,Mechanical,8,16,2024-09-13,9,6
88,Friday,ST CLAIR STATION,Mechanical,8,16,2024-09-13,9,7
32,Friday,EGLINTON AND AVENUE,Collision - TTC,8,16,2024-09-13,9,7
903,Friday,ELLESMERE AND KENNEDY,Vision,8,16,2024-09-13,9,7
154,Friday,LAWRENCE AND GREENCRES,Mechanical,24,48,2024-09-13,9,8
952,Friday,PEARSON AIRPORT TERMIN,Mechanical,10,20,2024-09-13,9,8
7,Friday,GREENWIN VILLAGE AND B,Security,10,20,2024-09-13,9,8
939,Friday,FINCH AND MARKHAM,Collision - TTC,10,20,2024-09-13,9,8
68,Friday,WARDEN AND EGLINTON,Mechanical,24,48,2024-09-13,9,8
131,Friday,TRITON AND BOROUGH,Mechanical,11,22,2024-09-13,9,9
32,Friday,EGLINTON AND ALLEN,Collision - TTC,8,16,2024-09-13,9,9
161,Friday,OSSINGTON STATION,Operations - Operator,20,40,2024-09-13,9,9
53,Friday,STEELES AND MIDLAND,Operations - Operator,20,39,2024-09-13,9,9
935,Friday,JANE AND GRANDRAVINE,Mechanical,11,22,2024-09-13,9,9
43,Friday,KENNEDY AND CORNWALLIS,Security,20,40,2024-09-13,9,9
44,Friday,KIPLING STATION,Mechanical,7,14,2024-09-13,9,10
39,Friday,MCCOWAN AND FINCH,Mechanical,10,20,2024-09-13,9,10
95,Friday,ELLESMERE AND KENNEDY,Mechanical,10,20,2024-09-13,9,10
102,Friday,WARDEN STATION,Mechanical,9,18,2024-09-13,9,10
68,Friday,WARDEN AND STEELES LOO,Mechanical,10,20,2024-09-13,9,10
84,Friday,SHEPPARD AND ARROW,Mechanical,8,16,2024-09-13,9,10
960,Friday,PIONEER VILLAGE STATIO,Operations - Operator,10,19,2024-09-13,9,11
59,Friday,MARLEE AND RIDELLE,Collision - TTC,26,50,2024-09-13,9,11
35,Friday,OLD MILL STATION,Cleaning - Unsanitary,7,14,2024-09-13,9,11
925,Friday,DON MILLS AND YORK MIL,Emergency Services,13,26,2024-09-13,9,11
53,Friday,FINCH STATION,Operations - Operator,20,39,2024-09-13,9,11
47,Friday,LANSDOWNE AND BLOOR,Collision - TTC,18,36,2024-09-13,9,12
118,Friday,WILSON STATIOBN,Operations - Operator,25,50,2024-09-13,9,12
102,Friday,WARDEN AND ST CLAIR,Utilized Off Route,20,40,2024-09-13,9,12
11,Friday,AVENUE AND OLD ORCHARD,Collision - TTC,23,46,2024-09-13,9,12
52,Friday,EGLINTON GARAGE,Mechanical,20,40,2024-09-13,9,12
96,Friday,HUMBER COLLEGE AND LYN,General Delay,20,40,2024-09-13,9,12
94,Friday,WELLESLEY AND CHURCH,Collision - TTC,20,40,2024-09-13,9,12
75,Friday,SHERBOURNE AND WELLESL,Collision - TTC,7,15,2024-09-13,9,13
904,Friday,SHEPPARD AND ALLENFORD,Vision,12,24,2024-09-13,9,13
902,Friday,MARKHAM AND SHEPPARD,Operations - Operator,12,24,2024-09-13,9,13
903,Friday,SCARBOROUGH CENTRE STA,Mechanical,8,16,2024-09-13,9,13
903,Friday,KENNEDY STATION,Mechanical,8,16,2024-09-13,9,13
86,Friday,MEADOWVALE AND SHEPPAR,Cleaning - Unsanitary,24,48,2024-09-13,9,13
57,Friday,MIDLAND AND EGLINTON,Mechanical,13,26,2024-09-13,9,13
112,Friday,EGLINTON AND REFORTH,Mechanical,24,48,2024-09-13,9,13
54,Friday,LAWRENCE AND ELLINGTON,Mechanical,10,20,2024-09-13,9,13
953,Friday,MORNINGSIDE AND PASSMO,Mechanical,13,26,2024-09-13,9,14
84,Friday,WESTON AND BRADSTOCK,Mechanical,8,16,2024-09-13,9,14
52,Friday,MORNING STAR AND GOREW,Mechanical,20,40,2024-09-13,9,14
122,Friday,YORK MILLS STATION,Mechanical,20,30,2024-09-13,9,14
52,Friday,DUFFERIN AND LAWRENCE,Mechanical,17,34,2024-09-13,9,14
95,Friday,RYLANDER AND KINGSTON,Mechanical,11,22,2024-09-13,9,14
118,Friday,KEELE AND WILSON,Cleaning - Unsanitary,25,30,2024-09-13,9,14
34,Friday,EGLINTON AND SLOANE,Collision - TTC,12,15,2024-09-13,9,14
44,Friday,EVANS AND KIPLING,Cleaning - Unsanitary,8,14,2024-09-13,9,14
50,Friday,KIPLING AND BURNHAMTHO,Mechanical,20,40,2024-09-13,9,14
35,Friday,OLD MILL STATION,Mechanical,6,12,2024-09-13,9,14
39,Friday,BAYVIEW AND FINCH,Mechanical,8,16,2024-09-13,9,14
52,Friday,EGLINTON STATION,Mechanical,20,40,2024-09-13,9,14
904,Friday,EGLINTON AND KENNEDY,Vision,12,24,2024-09-13,9,14
72,Friday,400 DANFORTH AVE,Operations - Operator,7,13,2024-09-13,9,14
903,Friday,KENNEDY AND LAWRENCE,Mechanical,8,16,2024-09-13,9,14
100,Friday,DON MILLS AND WYNFORD,Cleaning - Unsanitary,8,16,2024-09-13,9,14
53,Friday,STEELES AND LESLIE,Collision - TTC,13,26,2024-09-13,9,14
7,Friday,BATHURST AND FINCH,Mechanical,10,20,2024-09-13,9,15
68,Friday,STEELES AND WARDEN,Mechanical,23,46,2024-09-13,9,15
929,Friday,DUFFERIN AND ROSEMOUNT,Security,8,16,2024-09-13,9,15
55,Friday,DUNDAS AND SCARLETT,Operations - Operator,23,48,2024-09-13,9,15
41,Friday,KEELE AND ST REGIS,Collision - TTC,10,20,2024-09-13,9,15
937,Friday,QUEENSWAY GARAGE,Utilized Off Route,14,28,2024-09-13,9,15
995,Friday,YORK MILLS AND DON MIL,Mechanical,6,11,2024-09-13,9,15
52,Friday,LAWRENCE AND APEX,Vision,9,18,2024-09-13,9,15
54,Friday,LAWRENCE AND UNDERHILL,Emergency Services,11,22,2024-09-13,9,15
986,Friday,MALVERN GARAGE,Mechanical,12,24,2024-09-13,9,15
53,Friday,STEELES AND BIRCHMOUNT,Security,6,12,2024-09-13,9,15
7,Friday,WILSON AND BATHURST,Operations - Operator,10,20,2024-09-13,9,15
25,Friday,DON MILLS AND SHEPPARD,Mechanical,7,13,2024-09-13,9,16
904,Friday,DON MILLS STATION,Mechanical,15,30,2024-09-13,9,16
100,Friday,CONCORDE AND CONCORDE,Mechanical,6,12,2024-09-13,9,16
43,Friday,KENENDY AND BERTRAND,Emergency Services,5,10,2024-09-13,9,16
986,Friday,MEADOWVALE AND LAVERY,Security,12,24,2024-09-13,9,16
7,Friday,BATHURST AND CARSCADDE,Security,10,20,2024-09-13,9,16
34,Friday,KENNEDY STATION,Cleaning - Unsanitary,10,20,2024-09-13,9,16
111,Friday,DUNDAS AND BILLINGHAM,General Delay,12,24,2024-09-13,9,16
11,Friday,BAYVIEW AND HOLMES,Mechanical,29,48,2024-09-13,9,16
53,Friday,STEELES AND LESLIE,Investigation,7,14,2024-09-13,9,16
97,Friday,YONGE AND DAVISVILLE,Operations - Operator,10,20,2024-09-13,9,16
54,Friday,LESLIE AND EGLINTON,Collision - TTC,11,22,2024-09-13,9,17
102,Friday,MARKHAM AND SHEPPARD,Operations - Operator,10,30,2024-09-13,9,17
48,Friday,MILL RD AND RATHBURN,Mechanical,28,56,2024-09-13,9,17
123,Friday,SHERWAY GARDENS,Collision - TTC,20,40,2024-09-13,9,17
129,Friday,MCCOWAN AND BRIDLEY,Cleaning - Unsanitary,14,28,2024-09-13,9,17
63,Friday,OAKWOOD AND BURLINGTON,Collision - TTC,10,20,2024-09-13,9,17
32,Friday,AVENUE AND EGLINTON,Mechanical,10,16,2024-09-13,9,17
76,Friday,ROYAL YORK STATION,Operations - Operator,9,18,2024-09-13,9,17
63,Friday,OAKWOOD AND DAVENPORT,Diversion,20,10,2024-09-13,9,17
36,Friday,FINCH AND DUFFERIN,Collision - TTC,6,12,2024-09-13,9,17
38,Friday,SCARBOROUGH CENTRE STA,Operations - Operator,8,15,2024-09-13,9,18
29,Friday,SPRINGHURST LOOP,Collision - TTC,8,16,2024-09-13,9,18
60,Friday,STEELES AND CARPENTER,Operations - Operator,10,20,2024-09-13,9,18
995,Friday,SCARBOROUGH COLLEGE LO,Operations - Operator,7,13,2024-09-13,9,18
116,Friday,MORNINGSIDE AND MILNER,Operations - Operator,8,16,2024-09-13,9,18
7,Friday,BATHURST AND OLD ORCHA,Investigation,10,20,2024-09-13,9,18
29,Friday,DUFFERIN AND ST CLAIR,Collision - TTC,8,16,2024-09-13,9,18
86,Friday,KENNEDY STATION,Operations - Operator,8,16,2024-09-13,9,18
131,Friday,KENNEDY STATION,Operations - Operator,13,26,2024-09-13,9,18
935,Friday,JANE AND WILSON,Mechanical,12,24,2024-09-13,9,18
46,Friday,KIPLING STATION,Mechanical,13,26,2024-09-13,9,18
941,Friday,KEELE AND FOUR WINDS,Mechanical,15,30,2024-09-13,9,18
85,Friday,SHEPPARD AND MORNINGSI,Emergency Services,15,34,2024-09-13,9,18
7,Friday,BATHURST AND LAWRENCE,Mechanical,10,20,2024-09-13,9,19
937,Friday,ISLINGTON AND EGLINTON,Cleaning - Unsanitary,11,22,2024-09-13,9,19
25,Friday,DON MILLS AND WYNFORD,Collision - TTC,8,16,2024-09-13,9,19
114,Friday,PARLIAMENT AND LAKE SH,Operations - Operator,10,20,2024-09-13,9,19
131,Friday,ELLESMERE AND MIDLAND,Operations - Operator,17,34,2024-09-13,9,19
114,Friday,YONGE AND RICHMOND,Operations - Operator,10,20,2024-09-13,9,19
85,Friday,SHEPPARD AND MARKHAM,Operations - Operator,15,30,2024-09-13,9,19
39,Friday,TAQPSCOTT AND FINCH,Cleaning - Unsanitary,17,35,2024-09-13,9,19
53,Friday,STEELES AND EASTVALE,Mechanical,8,16,2024-09-13,9,19
48,Friday,KIPLING AND RATHBURN,Mechanical,28,56,2024-09-13,9,19
29,Friday,DUFFERIN AND KING,Vision,8,16,2024-09-13,9,20
941,Friday,KEELE AND FOUR WINDS,Mechanical,15,30,2024-09-13,9,20
29,Friday,WILSON STATION,Operations - Operator,8,16,2024-09-13,9,20
39,Friday,FINCH STATION,Mechanical,17,34,2024-09-13,9,20
98,Friday,PEKHAM AND GOULDING AV,Security,20,40,2024-09-13,9,20
41,Friday,KEELE AND DONALD,Emergency Services,10,20,2024-09-13,9,20
41,Friday,PIONEER VILLAGE STATIO,Vision,10,20,2024-09-13,9,20
111,Friday,MARTIN GROVE AND SEDGE,Operations - Operator,15,30,2024-09-13,9,20
7,Friday,BATHURST AND WILSON,Mechanical,10,20,2024-09-13,9,20
996,Friday,TRITON AND BRIMLEY,Operations - Operator,10,20,2024-09-13,9,20
32,Friday,EGLINTON AND GILBERT,Mechanical,6,12,2024-09-13,9,20
25,Friday,BROADVIEW STATION,Operations - Operator,8,16,2024-09-13,9,21
84,Friday,SHEPPARD AND BANTING,Operations - Operator,9,18,2024-09-13,9,21
960,Friday,STEELES AND GIHON SPRI,Diversion,25,35,2024-09-13,9,21
95,Friday,UNIVERSITY OF TORONTO,Mechanical,12,24,2024-09-13,9,21
165,Friday,OLD WESTON RD AND STEE,Emergency Services,10,20,2024-09-13,9,21
45,Friday,KIPLING AND STEELES,Vision,10,20,2024-09-13,9,21
85,Friday,ROUGE HILL GO STATION,Operations - Operator,20,39,2024-09-13,9,21
32,Friday,EGLINTON AND RENFORTH,Emergency Services,8,16,2024-09-13,9,21
45,Friday,KIPLING STATION,Vision,10,20,2024-09-13,9,22
45,Friday,STEELES LOOP,Cleaning - Unsanitary,10,20,2024-09-13,9,22
185,Friday,SHEPPARD AND YONGE,Security,20,40,2024-09-13,9,22
52,Friday,MARTIN GROVE ROAD AND,Emergency Services,20,40,2024-09-13,9,22
86,Friday,MEADOWVALE LOOP,Emergency Services,10,20,2024-09-13,9,23
94,Friday,WELLESLEY AND BAY,Security,20,40,2024-09-13,9,0
63,Friday,EGLINTON WEST STATION,Vision,10,20,2024-09-13,9,0
116,Friday,KENNEDY STATION,Cleaning - Unsanitary,10,20,2024-09-13,9,0
320,Saturday,FINCH STATION,Vision,5,10,2024-09-14,9,2
320,Saturday,STEELES LOOP,Vision,15,25,2024-09-14,9,3
63,Saturday,897 CASTLEFIELD AVE,Mechanical,10,21,2024-09-14,9,6
63,Saturday,EGLINTON WEST STATION,Mechanical,9,19,2024-09-14,9,6
95,Saturday,ELLESMERE AND CALTHROP,Mechanical,16,32,2024-09-14,9,6
34,Saturday,EGLINTON AND VICTORIA,Operations - Operator,5,10,2024-09-14,9,7
939,Saturday,KENNEDY AND FLORA,Mechanical,9,14,2024-09-14,9,8
39,Saturday,FINCH AND MORNINGSIDE,Operations - Operator,19,38,2024-09-14,9,8
126,Saturday,ST CLAIR WEST STATION,Security,23,46,2024-09-14,9,8
7,Saturday,BATHURST AND FINCH,Mechanical,27,27,2024-09-14,9,8
52,Saturday,EGLINTON STATION,Operations - Operator,22,44,2024-09-14,9,8
7,Saturday,BATHURST AND RAEBURN,Mechanical,12,22,2024-09-14,9,9
36,Saturday,FINCH AND OAKDALE,Mechanical,7,14,2024-09-14,9,9
64,Saturday,EASTDALE AND GOODWOOD,Mechanical,10,20,2024-09-14,9,9
935,Saturday,OLD MILL STATION,Mechanical,7,16,2024-09-14,9,9
35,Saturday,JANE AND CHALKFARM,Emergency Services,8,17,2024-09-14,9,9
121,Saturday,FRONT AND BAY,General Delay,20,40,2024-09-14,9,10
16,Saturday,DANFORTH AND MIDLAND,Investigation,12,24,2024-09-14,9,10
86,Saturday,EGLINTON AND KENNEDY,Investigation,10,20,2024-09-14,9,10
161,Saturday,OSSINGTON STATION,Mechanical,20,40,2024-09-14,9,10
7,Saturday,BATHURST AND CODSELL A,Emergency Services,10,20,2024-09-14,9,10
8,Saturday,ST CLAIR AND ST COLUMB,Diversion,20,40,2024-09-14,9,11
35,Saturday,JANE AND FINCH,Mechanical,10,20,2024-09-14,9,11
50,Saturday,ISLINGTON STATION,Mechanical,17,34,2024-09-14,9,11
35,Saturday,DUNDAS AND JANE,Mechanical,7,17,2024-09-14,9,12
54,Saturday,LAWRENCE AND BRIMELY,Emergency Services,14,28,2024-09-14,9,13
54,Saturday,LAWRENCE AND BELLAMY,Collision - TTC,14,28,2024-09-14,9,13
939,Saturday,MCCOWAN AND FINCH,Mechanical,8,15,2024-09-14,9,13
35,Saturday,PIONEER VILLAGE STATIO,Mechanical,7,14,2024-09-14,9,13
929,Saturday,DUFFERIN AND LAWRENCE,Security,10,20,2024-09-14,9,13
70,Saturday,COXWELL STATION,Mechanical,15,30,2024-09-14,9,13
36,Saturday,FINCH STATION,Collision - TTC,5,11,2024-09-14,9,13
114,Saturday,CHURCH AND KING,Collision - TTC,12,24,2024-09-14,9,13
41,Saturday,KEELE AND SHEPPARD,Investigation,8,16,2024-09-14,9,14
89,Saturday,KEELE STATION,General Delay,10,20,2024-09-14,9,14
63,Saturday,OSSINGTON STATION,Cleaning - Unsanitary,10,20,2024-09-14,9,14
76,Saturday,QUEENSWAY AND ROYAL YO,Operations - Operator,10,20,2024-09-14,9,14
46,Saturday,KIPLING STATION,Vision,24,48,2024-09-14,9,14
84,Saturday,SHEPPARD AND YONGE,Collision - TTC,7,15,2024-09-14,9,14
123,Saturday,KIPLING STATION,Operations - Operator,25,50,2024-09-14,9,14
100,Saturday,BROADVIEW STATION,General Delay,9,18,2024-09-14,9,14
939,Saturday,KENNEDY STATION,Mechanical,15,30,2024-09-14,9,14
905,Saturday,MILITARY TRAIL AND MOR,Diversion,28,43,2024-09-14,9,14
91,Saturday,WOODBINE STATION,General Delay,26,52,2024-09-14,9,14
900,Saturday,THE EAST MALL AND YARN,Mechanical,8,16,2024-09-14,9,14
30,Saturday,DUNDAS AND RUNNYMEDE,Collision - TTC,27,54,2024-09-14,9,14
154,Saturday,NORTH SERVICE AND EGLI,Operations - Operator,22,44,2024-09-14,9,14
54,Saturday,LAWRENCE AND GREENCEDA,Mechanical,14,28,2024-09-14,9,14
47,Saturday,YORKDALE STATION,Operations - Operator,17,34,2024-09-14,9,15
960,Saturday,PIONEER VILLAGE STATIO,Vision,10,20,2024-09-14,9,15
19,Saturday,BAY AND ADELAIDE,Diversion,17,27,2024-09-14,9,15
935,Saturday,JANE AND SHOREHAM,Emergency Services,7,14,2024-09-14,9,16
39,Saturday,KENNEDY AND FINCH,Mechanical,17,34,2024-09-14,9,16
54,Saturday,LAWRENCE AND MORNINGSI,Cleaning - Unsanitary,14,28,2024-09-14,9,16
185,Saturday,SHEPPARD AND WILLOWDAL,Operations - Operator,22,44,2024-09-14,9,16
45,Saturday,KIPLING AND STEELES,Mechanical,9,18,2024-09-14,9,16
52,Saturday,LAWRENCE AND KEELE,Operations - Operator,20,40,2024-09-14,9,16
165,Saturday,WESTON AND WALSH,Mechanical,8,16,2024-09-14,9,16
133,Saturday,FINCH AND MORNINGSIDE,Mechanical,12,24,2024-09-14,9,16
904,Saturday,VICTORIA PARK AND SHEP,Mechanical,12,24,2024-09-14,9,16
29,Saturday,DUFFERIN AND RANEE,Collision - TTC,5,10,2024-09-14,9,16
96,Saturday,WILSON AND TRANSIT RD,Collision - TTC,17,34,2024-09-14,9,16
29,Saturday,DUFFERIN AND DUPONT,Vision,5,10,2024-09-14,9,16
17,Saturday,BIRCHMOUNT AND IVY BUS,Diversion,20,40,2024-09-14,9,16
55,Saturday,RUNNYMEDE STATION,Operations - Operator,25,50,2024-09-14,9,17
47,Saturday,EARLSCOURT LOOP,General Delay,9,18,2024-09-14,9,17
75,Saturday,SHERBOURNE AND KING,Diversion,16,26,2024-09-14,9,17
54,Saturday,KINGSTON AND COLLINSGR,Mechanical,14,28,2024-09-14,9,17
952,Saturday,EGLINTON STATION,Mechanical,12,24,2024-09-14,9,18
960,Saturday,STEELES AND 400,Mechanical,10,20,2024-09-14,9,18
939,Saturday,KENNEDY STATION,Mechanical,15,30,2024-09-14,9,18
71,Saturday,MOUNT DENNIS GARAGE,Cleaning - Unsanitary,15,30,2024-09-14,9,18
123,Saturday,EAST MALL AND QUEENSWA,Operations - Operator,15,30,2024-09-14,9,18
165,Saturday,KEELE AND WILSON,Mechanical,9,18,2024-09-14,9,18
47,Saturday,LANSDOWNE AND DUPONT,Cleaning - Unsanitary,9,18,2024-09-14,9,18
63,Saturday,OSSINGTON STATION,Cleaning - Unsanitary,10,20,2024-09-14,9,18
24,Saturday,VICTORIA AND STAMFORD,Mechanical,8,16,2024-09-14,9,18
110,Saturday,ISLINGTON AND JUTLAND,Operations - Operator,25,55,2024-09-14,9,18
39,Saturday,FINCH AND MCCOWAN,Operations - Operator,17,34,2024-09-14,9,19
960,Saturday,STEELES AND CARPENTER,Collision - TTC,10,20,2024-09-14,9,19
96,Saturday,WILSON AND WENDALL,Mechanical,10,20,2024-09-14,9,19
53,Saturday,YONGE AND STEELE,Security,20,40,2024-09-14,9,19
44,Saturday,KIPLING AND WARNICA,Mechanical,10,20,2024-09-14,9,19
73,Saturday,ROYAL YORK AND COUNTRY,Operations - Operator,22,44,2024-09-14,9,19
185,Saturday,DON MILLS STATION,Operations - Operator,23,47,2024-09-14,9,19
66,Saturday,OLD MILL STATION,Operations - Operator,25,50,2024-09-14,9,20
29,Saturday,WILSON STATION,Operations - Operator,5,10,2024-09-14,9,20
53,Saturday,FINCH STATION,Operations - Operator,10,20,2024-09-14,9,20
927,Saturday,HIGHWAY 27 AND QUEENS,Operations - Operator,12,24,2024-09-14,9,20
102,Saturday,MORNINGSIDE AND PASSMO,Emergency Services,9,17,2024-09-14,9,20
102,Saturday,MARKHAM AND SHEPPARD,Mechanical,9,21,2024-09-14,9,21
112,Saturday,CARLINGVIEW AND DIXON,Operations - Operator,15,30,2024-09-14,9,21
12,Saturday,KINGSTON AND BLANTYRE,Emergency Services,17,34,2024-09-14,9,21
95,Saturday,YORK MILLS AND HARRISO,Mechanical,15,30,2024-09-14,9,21
39,Saturday,KENNEDY STATION,Mechanical,4,8,2024-09-14,9,21
112,Saturday,THE WEST MALL AND BLOO,Mechanical,18,36,2024-09-14,9,21
79,Saturday,PINE AND LAWRENCE,Operations - Operator,14,28,2024-09-14,9,22
116,Saturday,MORNINGSIDE AND NEILSO,Emergency Services,10,20,2024-09-14,9,22
85,Saturday,SHEPPARD AND SHORTING,Security,20,40,2024-09-14,9,22
56,Saturday,EGLINTON STATION,Emergency Services,20,40,2024-09-14,9,22
36,Saturday,HUMBERWOOD LOOP,Cleaning - Unsanitary,10,19,2024-09-14,9,22
102,Saturday,MARKHAM AND SHEPPARD,Security,10,20,2024-09-14,9,23
161,Saturday,DUNDAS AND BLOOR,Operations - Operator,20,40,2024-09-14,9,23
7,Saturday,BATHURST AND NEPTUNE,Vision,10,20,2024-09-14,9,23
960,Saturday,STEELES AND NORFINCH,Collision - TTC,24,48,2024-09-14,9,23
94,Saturday,HARBORD AND BATHURST,Mechanical,15,30,2024-09-14,9,1
