Route,Day,Location,Incident,Min Delay,Min Gap,Date_,Month,Hour
929,Saturday,WILSON STATION,Emergency Services,15,30,2024-09-14,9,1
54,Saturday,LAWRENCE AND LING,Cleaning - Unsanitary,15,30,2024-09-14,9,1
14,Sunday,YONGE AND STEELES,Vision,5,10,2024-09-15,9,2
185,Sunday,SHEPPARD AND VICTORIA,Operations - Operator,15,35,2024-09-15,9,5
89,Sunday,WESTON RD AND ST PHILL,Security,12,26,2024-09-15,9,7
300,Sunday,DANFORTH AND HART,Mechanical,10,20,2024-09-15,9,7
35,Sunday,DANFORTH AND HART,Mechanical,10,20,2024-09-15,9,7
45,Sunday,KIPLING AND STEELES WE,Mechanical,28,58,2024-09-15,9,8
133,Sunday,ELLESMERE AND BRIMELY,Mechanical,17,34,2024-09-15,9,8
35,Sunday,OLD MILL STATION,Mechanical,10,20,2024-09-15,9,8
95,Sunday,ELLESMERE AND MCCOWAN,Mechanical,16,32,2024-09-15,9,8
55,Sunday,RUNNYMEDE STATION,Cleaning - Unsanitary,19,38,2024-09-15,9,8
86,Sunday,EGLINTON AND BARBADOS,Mechanical,10,20,2024-09-15,9,9
929,Sunday,DUFFERIN AND SPRINGHUR,Mechanical,8,16,2024-09-15,9,9
39,Sunday,FINCH EAST AND BIRCHMO,Mechanical,10,20,2024-09-15,9,9
36,Sunday,FINCH WEST AND WESTON,Operations - Operator,21,34,2024-09-15,9,9
86,Sunday,MEADOWVALE AND ZOO,Mechanical,8,16,2024-09-15,9,9
95,Sunday,ELLESMERE AND MARKHAM,Mechanical,16,32,2024-09-15,9,10
89,Sunday,WESTON AND KNOB HILL,Collision - TTC,10,20,2024-09-15,9,10
16,Sunday,DANFORTH RD AND MILAND,General Delay,10,22,2024-09-15,9,10
52,Sunday,LAWRENCE WEST STATION,Mechanical,21,46,2024-09-15,9,11
89,Sunday,WESTON AND 401,Diversion,19,29,2024-09-15,9,11
927,Sunday,ALBION AND FINCH,Mechanical,11,22,2024-09-15,9,11
903,Sunday,KENNEDY AND STRATTON,Collision - TTC,13,26,2024-09-15,9,11
36,Sunday,1685 FINCH WEST,Mechanical,21,36,2024-09-15,9,12
935,Sunday,PIONEER VILLAGE STATIO,Mechanical,8,16,2024-09-15,9,12
53,Sunday,STEELES AND MORNINGSID,Mechanical,10,20,2024-09-15,9,12
53,Sunday,MORNINGSIDE AND PASSMO,Mechanical,10,20,2024-09-15,9,12
105,Sunday,ALLEN AND SHEPPARD,Security,15,30,2024-09-15,9,12
63,Sunday,OSSINGTON AND DUNDAS,Collision - TTC,8,16,2024-09-15,9,12
118,Sunday,TRANSIT AND WILSON,Mechanical,27,54,2024-09-15,9,13
36,Sunday,HUMBERWOOD AND VIEW GR,Mechanical,6,12,2024-09-15,9,13
24,Sunday,EGLINTON AND VICTORIA,Mechanical,9,18,2024-09-15,9,13
165,Sunday,WESTON AND LANYARD,Mechanical,10,20,2024-09-15,9,14
8,Sunday,WARDEN STATION,Mechanical,20,40,2024-09-15,9,14
97,Sunday,YONGE AND ST CLAIR,Mechanical,20,40,2024-09-15,9,14
97,Sunday,DAVISVILLE AND YONGE,Mechanical,20,40,2024-09-15,9,14
54,Sunday,EGLINTON STATION,Security,16,32,2024-09-15,9,15
75,Sunday,WELLESLEY AND SHERBOUR,Cleaning - Unsanitary,20,40,2024-09-15,9,15
66,Sunday,BERRY AND PARKLAWN,Operations - Operator,14,28,2024-09-15,9,15
32,Sunday,EGLINTON WEST STATION,Mechanical,12,24,2024-09-15,9,15
75,Sunday,LOWER JARVIS AND QUEEN,Cleaning - Unsanitary,20,40,2024-09-15,9,15
67,Sunday,PHARMACY AND ELLESMERE,Mechanical,16,32,2024-09-15,9,15
52,Sunday,LAWRENCE AND KEELE,Security,15,30,2024-09-15,9,15
29,Sunday,WILSON STATION,Mechanical,5,10,2024-09-15,9,15
24,Sunday,VICTORIA PARK AND ELVA,Emergency Services,10,20,2024-09-15,9,15
509,Sunday,FORT YORK AND BATHURST,Collision - TTC,4,8,2024-09-15,9,16
97,Sunday,YONGE AND ELMWOOD,Collision - TTC,20,40,2024-09-15,9,16
54,Sunday,EGLINTON STATION,Mechanical,16,32,2024-09-15,9,16
84,Sunday,BRADSTOCK AND WESTON,Security,8,16,2024-09-15,9,16
41,Sunday,EGLINTON AND KEELE,Mechanical,10,20,2024-09-15,9,16
43,Sunday,MIDLAND AND STEELES,Mechanical,10,20,2024-09-15,9,16
95,Sunday,YORK MILLS STATION,Mechanical,6,12,2024-09-15,9,16
111,Sunday,EAST MALL AND EAST MAL,Diversion,13,27,2024-09-15,9,16
29,Sunday,WILSON STATION,Mechanical,5,10,2024-09-15,9,16
52,Sunday,WESTON AND CARDELL ( S,Mechanical,15,30,2024-09-15,9,16
95,Sunday,ELLESMERE AND MARKHAM,Operations - Operator,12,24,2024-09-15,9,16
38,Sunday,ELLESMERE AND KENNEDY,Operations - Operator,15,30,2024-09-15,9,17
95,Sunday,PARKWOODS AND GAILONG,Vision,6,12,2024-09-15,9,17
95,Sunday,ELLEMERE AND KENNEDY,Vision,6,12,2024-09-15,9,17
116,Sunday,KENNEDY STATION,Cleaning - Unsanitary,7,14,2024-09-15,9,17
54,Sunday,KINGSTON AND COLLINSGR,Cleaning - Unsanitary,16,32,2024-09-15,9,17
86,Sunday,TORONTO ZOO,Mechanical,10,20,2024-09-15,9,17
34,Sunday,KENNEDY STATION,Mechanical,9,18,2024-09-15,9,17
86,Sunday,KENNEDY STATION,Mechanical,10,20,2024-09-15,9,18
89,Sunday,KEELE STATION,Mechanical,10,20,2024-09-15,9,18
102,Sunday,MARKHAM AND PROGRESS,Mechanical,10,20,2024-09-15,9,18
116,Sunday,KENNEDY STATION,Operations - Operator,7,14,2024-09-15,9,18
64,Sunday,HLDON AVE AND COSBURN,Collision - TTC,10,20,2024-09-15,9,18
94,Sunday,WELLESLEY STATION,Operations - Operator,20,40,2024-09-15,9,18
131,Sunday,TAPSCOTT AND NEILSON,Mechanical,16,32,2024-09-15,9,18
31,Sunday,10 DANFORTH ROAD,Operations - Operator,15,30,2024-09-15,9,18
86,Sunday,TORONTO ZOO,Security,10,20,2024-09-15,9,19
85,Sunday,SHEPPARD AND PARKWAY F,Operations - Operator,15,27,2024-09-15,9,19
32,Sunday,TRETHEWAY AND PAULSON,Mechanical,10,20,2024-09-15,9,19
39,Sunday,FINCH STATION,Mechanical,17,34,2024-09-15,9,19
52,Sunday,LAWRENCE AND JANE,Operations - Operator,24,48,2024-09-15,9,19
86,Sunday,EGLINTON AND DANFORTH,Security,10,20,2024-09-15,9,19
102,Sunday,AMAZON FULLFILLMENT CE,Cleaning - Unsanitary,9,19,2024-09-15,9,19
52,Sunday,LAWRENCE WEST STATION,General Delay,24,48,2024-09-15,9,19
63,Sunday,OAKWOOD AND JESMOND,Security,10,20,2024-09-15,9,20
63,Sunday,EGLINTON WEST STATION,Mechanical,10,20,2024-09-15,9,20
161,Sunday,BLOOR AND DOVERCOURT,Investigation,20,40,2024-09-15,9,20
85,Sunday,SHEPPARD AND MASSIE,Mechanical,20,40,2024-09-15,9,20
35,Sunday,JANE AND TRETHEWEY,Security,8,16,2024-09-15,9,21
24,Sunday,STEELES AND VICTORIA P,Mechanical,10,20,2024-09-15,9,21
52,Sunday,DIXON AND CITY VIEW DR,Mechanical,24,48,2024-09-15,9,21
85,Sunday,SHEPPARD AND MURISON,Mechanical,20,40,2024-09-15,9,21
66,Sunday,LAKESHORE AND BROOKERS,Diversion,25,50,2024-09-15,9,21
29,Sunday,DUFFERIN AND COLLEGE,Security,8,16,2024-09-15,9,22
94,Sunday,WELLESLEY AND JARVIS,Collision - TTC,20,40,2024-09-15,9,22
70,Sunday,COXWELL AND MORTIMER,Diversion,16,31,2024-09-15,9,22
112,Sunday,ATTWELL DR AND FARNBOR,Mechanical,19,38,2024-09-15,9,22
52,Sunday,ARROW AND LIDO,Collision - TTC,24,48,2024-09-15,9,22
86,Sunday,HIGHLAND CREEK AND KIN,Emergency Services,10,20,2024-09-15,9,22
110,Sunday,BROWNS LINE AND WOODBU,Mechanical,29,59,2024-09-15,9,22
7,Sunday,BATHURST AND WILSON,Vision,10,20,2024-09-15,9,22
80,Sunday,SHERWAY GARDENS MALLS,Cleaning - Unsanitary,25,50,2024-09-15,9,23
185,Sunday,YONGE AND ELMHURST,Mechanical,20,40,2024-09-15,9,0
85,Sunday,DON MILLS STATION,Utilized Off Route,20,40,2024-09-15,9,0
85,Sunday,SHEPPARD AND GATEFORTH,Mechanical,20,40,2024-09-15,9,1
126,Monday,YONGE AND STEELES LOOP,General Delay,25,50,2024-09-16,9,4
97,Monday,YONGE AND BLOOR,Security,15,30,2024-09-16,9,5
63,Monday,SHAW AND ADELAIDE,Mechanical,13,13,2024-09-16,9,5
329,Monday,LIBERTY AND FRASER,General Delay,10,20,2024-09-16,9,6
128,Monday,WILSON STATION,Cleaning - Unsanitary,20,40,2024-09-16,9,6
300,Monday,BLOOR AND BROADVIEW,Mechanical,8,12,2024-09-16,9,6
941,Monday,KEELE STATION,Mechanical,17,32,2024-09-16,9,6
937,Monday,QUEENSWAY GARAGE,Cleaning - Unsanitary,14,28,2024-09-16,9,6
102,Monday,MARKHAM AND PROGRESS,Mechanical,12,24,2024-09-16,9,6
986,Monday,EGLINTON EAST AND MARK,Mechanical,6,12,2024-09-16,9,6
68,Monday,WARDEN STATION,Mechanical,24,48,2024-09-16,9,7
43,Monday,KENNEDY AND LAWRENCE,General Delay,20,46,2024-09-16,9,7
939,Monday,FINCH STATION,Mechanical,10,20,2024-09-16,9,7
102,Monday,ST CLAIR AND BIRCHMOUN,Emergency Services,17,34,2024-09-16,9,8
42,Monday,CUMMER AND YONGE,Mechanical,9,18,2024-09-16,9,8
80,Monday,QUEENSWAY AND EAST MAL,Mechanical,25,50,2024-09-16,9,8
94,Monday,WELLESLEY AND JARVIS,Mechanical,19,38,2024-09-16,9,8
94,Monday,CASTLE FRANK STATION,Operations - Operator,25,60,2024-09-16,9,9
42,Monday,FINCH STATION,Security,9,18,2024-09-16,9,9
952,Monday,EGLINTON STATION,Security,10,20,2024-09-16,9,9
68,Monday,WARDEN AND HUNTINGWOOD,Mechanical,21,42,2024-09-16,9,9
44,Monday,COLONEL SAMUEL SMITH,Cleaning - Unsanitary,7,14,2024-09-16,9,9
941,Monday,KEELE AND DUNDAS,Collision - TTC,15,15,2024-09-16,9,9
94,Monday,QUEEN'S PARK AND HOSKI,Operations - Operator,20,40,2024-09-16,9,9
134,Monday,SCARBOROUGH CENTRE STA,Mechanical,15,30,2024-09-16,9,9
929,Monday,DUFFERIN AND THORBURN,Collision - TTC,8,16,2024-09-16,9,10
60,Monday,PIONEER VILLAGE STATIO,Investigation,11,22,2024-09-16,9,10
935,Monday,JANE AND BLOOR WEST,Cleaning - Unsanitary,15,30,2024-09-16,9,10
53,Monday,MORNINGSIDE AND PASSMO,Mechanical,7,20,2024-09-16,9,10
59,Monday,EGLINTON WEST STATION,Mechanical,26,50,2024-09-16,9,10
929,Monday,DUFFERIN AND COLLEGE,Mechanical,8,16,2024-09-16,9,10
35,Monday,OLD MILL STATION,Cleaning - Unsanitary,8,15,2024-09-16,9,10
36,Monday,FINCH WEST STATION,Mechanical,6,12,2024-09-16,9,11
116,Monday,MORNINGSIDE AND MCLEVI,Mechanical,10,20,2024-09-16,9,11
26,Monday,DUPONT AND SPADINA,Collision - TTC,26,32,2024-09-16,9,11
32,Monday,EGLINTON WEST AND CHIL,Mechanical,12,24,2024-09-16,9,11
902,Monday,CENTENNIAL COLLEGE LOO,Security,12,24,2024-09-16,9,12
41,Monday,KEELE AND MAPLE LEAF,Security,10,20,2024-09-16,9,12
36,Monday,FINCH STATION,Mechanical,6,12,2024-09-16,9,12
60,Monday,PIONEER VILLAGE STATIO,Mechanical,11,22,2024-09-16,9,12
39,Monday,FINCH AND SANDHURST CI,Diversion,12,0,2024-09-16,9,13
123,Monday,SHERWAY GARDENS AND SH,Mechanical,23,46,2024-09-16,9,13
134,Monday,TAPSCOTT AND WASHBURN,Collision - TTC,15,30,2024-09-16,9,13
960,Monday,KIPLING AND STEELES,Mechanical,8,15,2024-09-16,9,13
94,Monday,OSSINGTON STN,Operations - Operator,20,40,2024-09-16,9,13
73,Monday,400 EVANS AVE,Mechanical,23,46,2024-09-16,9,14
29,Monday,ST CLAIR AND DUFFERIN,Operations - Operator,7,14,2024-09-16,9,14
960,Monday,SIGNAL HILL AVENUE AND,Mechanical,8,15,2024-09-16,9,14
85,Monday,DON MILLS STATION,Vision,18,36,2024-09-16,9,14
122,Monday,YORK MILLS AND BAYVIEW,Mechanical,10,20,2024-09-16,9,14
86,Monday,2455 EGLINTON AVENUE,Mechanical,24,48,2024-09-16,9,14
995,Monday,YORK MILLS AND BAYVIEW,Utilized Off Route,10,20,2024-09-16,9,14
168,Monday,AVON LOOP,Operations - Operator,12,23,2024-09-16,9,14
34,Monday,LESLIE AND EGLINTON,Mechanical,10,20,2024-09-16,9,14
130,Monday,MILNER AND PROGRESS,Mechanical,25,50,2024-09-16,9,14
75,Monday,BLOOR AND SHERBOURNE,Cleaning - Unsanitary,8,16,2024-09-16,9,15
21,Monday,ST CLAIR AND KENNEDY,Operations - Operator,16,17,2024-09-16,9,15
97,Monday,HILDA AND FONTAINBLEAU,Collision - TTC,20,40,2024-09-16,9,15
73,Monday,WESTON AND ALBION,Mechanical,22,22,2024-09-16,9,15
85,Monday,MARKHAM AND SHEPPARD,Mechanical,18,36,2024-09-16,9,15
904,Monday,VICTORIA AND SHEPPARD,Operations - Operator,15,27,2024-09-16,9,15
51,Monday,LESLIE AND LAWRENCE,Collision - TTC,20,40,2024-09-16,9,15
94,Monday,WELLESLEY AND JARVIS,Security,20,40,2024-09-16,9,15
112,Monday,KIPLING STATION,Mechanical,24,48,2024-09-16,9,15
52,Monday,LAWRENCE WEST STATION,Investigation,9,18,2024-09-16,9,15
38,Monday,ELLESMERE AND MCCOWAN,Mechanical,15,30,2024-09-16,9,15
995,Monday,ELLESMERE AND KENNEDY,Operations - Operator,10,20,2024-09-16,9,15
29,Monday,SPRINGHURST LOOP,Operations - Operator,8,16,2024-09-16,9,15
989,Monday,WESTON AND SHEPPARD,Mechanical,10,20,2024-09-16,9,16
126,Monday,CHRISTIE AND BENSON,Mechanical,20,40,2024-09-16,9,16
939,Monday,FINCH AND KENNEDY,Mechanical,15,30,2024-09-16,9,16
94,Monday,QUEENS PARK AND HOSKIN,Emergency Services,20,40,2024-09-16,9,16
43,Monday,KENNEDY AND FORBES,Security,10,20,2024-09-16,9,16
904,Monday,DON MILLS STATION,Mechanical,15,30,2024-09-16,9,16
79,Monday,LAWRENCE WEST AND JANE,Operations - Operator,20,40,2024-09-16,9,16
119,Monday,WILSON STATION,Mechanical,25,50,2024-09-16,9,17
929,Monday,DUFFERIN AND ORFUS,Operations - Operator,8,16,2024-09-16,9,17
36,Monday,FINCH WEST STATION,Mechanical,3,6,2024-09-16,9,17
45,Monday,KIPLING AND LONGFIELD,Operations - Operator,20,40,2024-09-16,9,17
79,Monday,WESTON AND LAWRENCE,Operations - Operator,20,40,2024-09-16,9,17
70,Monday,BATHURST AND RIDGE,Mechanical,10,20,2024-09-16,9,17
52,Monday,LAWRENCE AND BATHURST,Collision - TTC,9,18,2024-09-16,9,17
7,Monday,BATHURST AND FISHERVIL,Mechanical,10,20,2024-09-16,9,17
14,Monday,DAVISVILLE STATION,Operations - Operator,22,44,2024-09-16,9,17
100,Monday,WYNFORD AND EGLINTON,Mechanical,6,12,2024-09-16,9,17
154,Monday,KENNEDY STATION,Cleaning - Unsanitary,22,44,2024-09-16,9,17
960,Monday,PIONEER VILLAGE STATIO,Mechanical,7,15,2024-09-16,9,17
32,Monday,RENFORTH STATION,Mechanical,10,20,2024-09-16,9,17
52,Monday,PEARSON AIRPORT TERMIN,Mechanical,9,18,2024-09-16,9,17
29,Monday,WILSON STATION,Vision,8,16,2024-09-16,9,17
900,Monday,KIPLING STATION,Mechanical,9,18,2024-09-16,9,18
98,Monday,YONGE AND SHEPPARD,Operations - Operator,20,40,2024-09-16,9,18
135,Monday,WARDEN AND FIRVALLEY,Investigation,10,20,2024-09-16,9,18
47,Monday,DUPONT AND LANSDOWNE,Cleaning - Unsanitary,13,25,2024-09-16,9,18
89,Monday,WESTON AND WALSH,Mechanical,10,20,2024-09-16,9,18
25,Monday,DON MILLS STATION,Operations - Operator,6,12,2024-09-16,9,18
32,Monday,EGLINTON AND BLACK CRE,Operations - Operator,12,24,2024-09-16,9,18
109,Monday,BATHURST AND NEPTUNE D,Vision,20,40,2024-09-16,9,19
95,Monday,RYLANDER AND KINGSTON,Operations - Operator,10,20,2024-09-16,9,19
38,Monday,ELLESMERE AND MILITARY,Operations - Operator,12,24,2024-09-16,9,19
29,Monday,DUFFERIN AND WILSON,Vision,8,16,2024-09-16,9,19
75,Monday,SHERBOURNE AND WELLESL,Security,20,40,2024-09-16,9,20
35,Monday,2720 YORK REGIONAL RD,Mechanical,7,14,2024-09-16,9,20
100,Monday,WYNFORD AND EGLINTON,Operations - Operator,9,18,2024-09-16,9,20
57,Monday,KENNEDY STATION,Operations - Operator,16,32,2024-09-16,9,20
47,Monday,LANSDOWNE AND ST CLAIR,Diversion,23,17,2024-09-16,9,20
102,Monday,ST CLAIR AND KINGSTON,Mechanical,8,15,2024-09-16,9,21
53,Monday,STEELES AND EASTVALE R,Mechanical,5,10,2024-09-16,9,21
96,Monday,WILSON AND NORTHGATE,Utilized Off Route,20,40,2024-09-16,9,21
161,Monday,OSSINGTON STATION,Vision,20,40,2024-09-16,9,21
75,Monday,SOUTH AND GLEN,Cleaning - Unsanitary,16,32,2024-09-16,9,21
154,Monday,MILITARY TRAIL AND ELL,Mechanical,22,44,2024-09-16,9,21
38,Monday,KENNEDY STATION,Utilized Off Route,12,24,2024-09-16,9,21
133,Monday,EGLINTON AND SOUTH SER,Utilized Off Route,16,32,2024-09-16,9,21
45,Monday,KIPLING STATION,Operations - Operator,10,20,2024-09-16,9,21
54,Monday,LAWRENCE AND DON MILLS,Collision - TTC,15,30,2024-09-16,9,21
35,Monday,PIONEER VILLAGE STATIO,Security,8,15,2024-09-16,9,21
38,Monday,KENNEDY STATION,Mechanical,15,30,2024-09-16,9,22
168,Monday,DAVENPORT AND SYMINGTO,Operations - Operator,20,40,2024-09-16,9,22
96,Monday,WILSON AND BELGRAVE,Utilized Off Route,20,40,2024-09-16,9,23
161,Monday,OAKWOOD AND ST CLAIR,Vision,20,40,2024-09-16,9,23
85,Monday,ROUGE HILL GO STATION,Mechanical,20,40,2024-09-16,9,23
26,Monday,ST GEORGE STATION,General Delay,23,46,2024-09-16,9,23
63,Monday,EGLINTON WEST STATION,Vision,9,19,2024-09-16,9,0
36,Monday,FINCH STATION,Mechanical,10,20,2024-09-16,9,0
47,Monday,LANSDOWNE STATION,Vision,10,20,2024-09-16,9,0
106,Monday,PIONEER VILLAGE STATIO,Vision,17,34,2024-09-16,9,1
29,Monday,WILSON STATION,Emergency Services,15,15,2024-09-16,9,1
320,Tuesday,YONGE AND COLLEGE,Security,14,28,2024-09-17,9,5
129,Tuesday,KENNEDY AND LAWRENCE,Mechanical,10,20,2024-09-17,9,6
53,Tuesday,FINCH STATION,Mechanical,6,13,2024-09-17,9,6
989,Tuesday,WILSON STATION,Vision,25,50,2024-09-17,9,6
90,Tuesday,VAUGHAN AND HUMEWOOD,Collision - TTC,10,20,2024-09-17,9,6
984,Tuesday,SHEPPARD WEST STATION,Collision - TTC,1,9,2024-09-17,9,6
46,Tuesday,MARTIN GROVE AND 401,Operations - Operator,13,26,2024-09-17,9,6
24,Tuesday,SURREY AND VICTORIA PA,Diversion,9,18,2024-09-17,9,6
47,Tuesday,LANSDOWNE AND WALLACE,Collision - TTC,9,18,2024-09-17,9,7
53,Tuesday,FINCH STATION,Cleaning - Unsanitary,7,13,2024-09-17,9,7
21,Tuesday,GERRARD AND BLACKBURN,Mechanical,15,30,2024-09-17,9,7
12,Tuesday,KINGSTON AND BRIMLEY,Security,16,32,2024-09-17,9,7
39,Tuesday,FINCH AND VICTORIA PAR,Collision - TTC,6,11,2024-09-17,9,7
112,Tuesday,KIPLING STATION,Security,22,44,2024-09-17,9,7
32,Tuesday,EGLINTON STATION,Cleaning - Unsanitary,8,16,2024-09-17,9,7
161,Tuesday,ROGERS AND CALEDONIA,Mechanical,20,40,2024-09-17,9,8
905,Tuesday,EGLINTON EAST AND DANF,Mechanical,12,24,2024-09-17,9,8
941,Tuesday,KEELE AND CANON JACKSO,Mechanical,15,30,2024-09-17,9,8
32,Tuesday,RENFORTH STATION,Mechanical,8,16,2024-09-17,9,8
49,Tuesday,BLOOR AND MILL,Mechanical,16,32,2024-09-17,9,8
72,Tuesday,THORNCLIFFE PARK AND O,Mechanical,6,12,2024-09-17,9,8
43,Tuesday,KENNEDY STATION,General Delay,20,40,2024-09-17,9,8
925,Tuesday,BROADVIEW AND COSBURN,Mechanical,10,19,2024-09-17,9,8
122,Tuesday,YORK MILLS STATION,Mechanical,12,24,2024-09-17,9,8
68,Tuesday,WARDEN STATION,Mechanical,8,16,2024-09-17,9,8
100,Tuesday,DEAUVILLE AND ST. DENN,Mechanical,5,10,2024-09-17,9,8
89,Tuesday,KEELE STATION,Operations - Operator,10,20,2024-09-17,9,9
954,Tuesday,EGLINTON AND WARDEN,Collision - TTC,9,18,2024-09-17,9,9
110,Tuesday,LONG BRANCH LOOP,Mechanical,26,52,2024-09-17,9,9
929,Tuesday,DUFFERIN AND LIBERTY,Collision - TTC,8,16,2024-09-17,9,9
23,Tuesday,MAIN STREET STATION,Security,10,20,2024-09-17,9,9
903,Tuesday,SCARBOROUGH CENTRE STA,Operations - Operator,8,16,2024-09-17,9,9
133,Tuesday,NEILSON AND SHEPPARD,Mechanical,16,32,2024-09-17,9,9
42,Tuesday,MCNICOLL AND PLACER,Security,10,26,2024-09-17,9,9
16,Tuesday,WARDEN AND ST. CLAIR,Operations - Operator,12,24,2024-09-17,9,10
41,Tuesday,OLD WESTON AND ST CLAI,Investigation,10,20,2024-09-17,9,10
945,Tuesday,KIPLING AND LONGFIELD,Mechanical,16,32,2024-09-17,9,10
29,Tuesday,DUFFERIN AND CLAVER,Mechanical,8,16,2024-09-17,9,10
53,Tuesday,FINCH STATION,Mechanical,19,39,2024-09-17,9,10
69,Tuesday,WARDEN AND CATARAQUI,Investigation,12,23,2024-09-17,9,10
60,Tuesday,FINCH STATION,Investigation,11,22,2024-09-17,9,10
16,Tuesday,WARDEN STATION,Operations - Operator,12,24,2024-09-17,9,10
57,Tuesday,MIDLAND AND STEELES,Mechanical,13,26,2024-09-17,9,11
26,Tuesday,BEDFORD AND DAVENPORT,Collision - TTC,26,52,2024-09-17,9,11
114,Tuesday,QUEENS QUAY AND RICHAR,Mechanical,10,20,2024-09-17,9,11
30,Tuesday,KEELE AND DUNDAS,Collision - TTC,25,50,2024-09-17,9,11
900,Tuesday,JETLINER AND AIRPORT,Mechanical,9,18,2024-09-17,9,11
89,Tuesday,WESTON AND CARDELL,Security,10,20,2024-09-17,9,11
86,Tuesday,KINGSTON AND SCARBOROU,Mechanical,24,48,2024-09-17,9,11
52,Tuesday,RAAB AND HOSPITAL,Cleaning - Unsanitary,15,30,2024-09-17,9,12
11,Tuesday,DAVISVILLE STATION,Mechanical,23,46,2024-09-17,9,12
34,Tuesday,EGLINTON STATION,General Delay,10,20,2024-09-17,9,12
45,Tuesday,KIPLING AND FINCH WEST,Mechanical,16,32,2024-09-17,9,12
12,Tuesday,KINGSTON AND SANDOWN,Road Blocked - NON-TTC Collision,25,50,2024-09-17,9,12
43,Tuesday,KENNEDY STATION,Collision - TTC,29,58,2024-09-17,9,12
41,Tuesday,PIONEER VILLAGE STATIO,Mechanical,10,20,2024-09-17,9,12
939,Tuesday,FINCH EAST AND KENNEDY,Mechanical,10,20,2024-09-17,9,12
995,Tuesday,YORK MILLS AND VALLEYW,Mechanical,10,20,2024-09-17,9,12
95,Tuesday,ELLESMERE AND CALTHORP,Mechanical,10,20,2024-09-17,9,12
102,Tuesday,CENTENNIAL COLLEGE,Operations - Operator,20,40,2024-09-17,9,12
12,Tuesday,VICTORIA PARK STATION,General Delay,25,50,2024-09-17,9,12
63,Tuesday,STRACHAN AND WELLINGTO,Collision - TTC,8,16,2024-09-17,9,13
85,Tuesday,DON MILLS STATION,Mechanical,15,30,2024-09-17,9,13
85,Tuesday,SHEPPARD AND ROUGE RIV,Mechanical,18,36,2024-09-17,9,13
85,Tuesday,SHEPPARD EAST AND KING,Mechanical,18,36,2024-09-17,9,13
501,Tuesday,KING AND BAY,Security,8,16,2024-09-17,9,13
929,Tuesday,DUFFERIN AND NORTH OF,Mechanical,8,16,2024-09-17,9,13
102,Tuesday,WARDEN STATION,Mechanical,22,44,2024-09-17,9,13
102,Tuesday,WARDEN STATION,Utilized Off Route,20,40,2024-09-17,9,13
85,Tuesday,SHEPPARD EAST AND MARK,Mechanical,18,36,2024-09-17,9,14
112,Tuesday,RENFORTH STATION,Operations - Operator,24,48,2024-09-17,9,14
34,Tuesday,KENNEDY STATION,Mechanical,10,20,2024-09-17,9,14
924,Tuesday,VICTORIA PARK STATION,Operations - Operator,10,20,2024-09-17,9,14
112,Tuesday,WESTMALL AND DUNDAS,Mechanical,24,48,2024-09-17,9,14
63,Tuesday,EGLINTON WEST STATION,Mechanical,5,9,2024-09-17,9,14
131,Tuesday,SCARBOROUGH CENTRE STA,Operations - Operator,17,34,2024-09-17,9,14
924,Tuesday,VICTORIA PARK STATION,Mechanical,10,20,2024-09-17,9,14
79,Tuesday,LAWRENCE AND PINE,Operations - Operator,2,40,2024-09-17,9,14
54,Tuesday,LAWRENCE ANB MIDLAND,Mechanical,14,28,2024-09-17,9,14
128,Tuesday,WILSON STATION,Operations - Operator,22,44,2024-09-17,9,14
31,Tuesday,EASTERN AND QUEEN,Operations - Operator,12,24,2024-09-17,9,15
52,Tuesday,LAWRENCE AND JANE,Operations - Operator,18,27,2024-09-17,9,15
67,Tuesday,VICTORIA PARK STATION,Operations - Operator,10,20,2024-09-17,9,15
952,Tuesday,LAWRENCE AND BATHURST,Mechanical,1,12,2024-09-17,9,15
36,Tuesday,FINCH WEST STATION,Collision - TTC,6,12,2024-09-17,9,15
52,Tuesday,LAWRENCE AND CALEDONIA,Security,9,27,2024-09-17,9,15
902,Tuesday,MARKHAM AND ELLESMERE,Mechanical,12,24,2024-09-17,9,15
995,Tuesday,YORK MILLS AND DON MIL,Mechanical,10,20,2024-09-17,9,15
9,Tuesday,SCAFRABOROUGH TWON CEN,Mechanical,19,36,2024-09-17,9,16
13,Tuesday,EGLINTON STATION,Collision - TTC,10,20,2024-09-17,9,16
32,Tuesday,JANE AND EGLINTON,General Delay,20,30,2024-09-17,9,16
985,Tuesday,SHEPPARD AND KENNEDY,Security,12,24,2024-09-17,9,16
85,Tuesday,DON MILLS STATION,Mechanical,4,8,2024-09-17,9,16
986,Tuesday,KENNEDY STATION,Mechanical,12,24,2024-09-17,9,16
102,Tuesday,WARDEN STATION,Mechanical,20,40,2024-09-17,9,16
43,Tuesday,KENNEDY AND TROJAN,Mechanical,10,20,2024-09-17,9,16
903,Tuesday,KENNEDY AND ELLESMERE,Operations - Operator,10,20,2024-09-17,9,17
72,Tuesday,OVERLEA AND THORNCLIFF,Mechanical,13,26,2024-09-17,9,17
32,Tuesday,EGLINTON AND ROYAL YOR,Operations - Operator,10,20,2024-09-17,9,17
85,Tuesday,SHEPPARD EAST AND MEAD,Mechanical,18,36,2024-09-17,9,17
165,Tuesday,WESTON AND LANYARD,Mechanical,10,20,2024-09-17,9,17
100,Tuesday,OVERLEA AND THORNCLIFF,Investigation,6,11,2024-09-17,9,17
