Route,Day,Location,Incident,Min Gap,Date_,Month,Hour
903,Tuesday,MIDLAND AND LAWRENCE,Operations - Operator,20,2024-02-13,2,17
68,Monday,WARDEN AND MCNICOLL,Operations - Operator,40,2024-09-09,9,14
953,Thursday,STEELES AND BRIMLEY,Collision - TTC,28,2024-07-25,7,15
100,Saturday,WYNFORD AND DONMILLS,Emergency Services,20,2024-05-11,5,22
20,Wednesday,MIDLAND AND ST CALIR,Mechanical,32,2024-06-12,6,5
75,Sunday,SHERBOURNE AND FRONT,Cleaning - Unsanitary,40,2024-05-12,5,17
985,Tuesday,SHEPPARD AND MORNINGSI,Mechanical,12,2024-08-20,8,14
123,Sunday,KIPLING STATION,Mechanical,24,2024-06-02,6,18
111,Tuesday,WILLOW RIDGE AND RICHG,Collision - TTC,24,2024-06-18,6,16
32,Wednesday,EGLINTON AVE W AND GAB,Mechanical,18,2024-03-13,3,8
54,Thursday,LAWRENCE AND GREENHOLM,Security,25,2024-09-19,9,19
95,Saturday,YORK MILLS AND HEDGEWO,Operations - Operator,20,2024-07-06,7,20
84,Tuesday,WESTON AND BRADSTOCK,Operations - Operator,20,2024-01-02,1,21
960,Wednesday,WILSON GARAGE,Mechanical,12,2024-08-14,8,6
72,Thursday,QUEEN AND CARLAW,Utilized Off Route,38,2024-03-28,3,10
59,Thursday,MICHEAL POWER ST JOSEP,Operations - Operator,39,2024-02-29,2,13
945,Wednesday,MOUNT DENNIS GARAGE,Mechanical,26,2024-04-24,4,6
43,Saturday,KENNEDY AND PROGESS,Emergency Services,20,2024-08-31,8,18
65,Tuesday,EGLINTON AND KEELE,Mechanical,20,2024-05-21,5,17
43,Saturday,LAWRENCE AND KENNEDY,Operations - Operator,40,2024-06-01,6,9
927,Monday,STEELES AND MARTIN GRO,Mechanical,28,2024-06-10,6,22
985,Wednesday,SHEPPARD AND ROUGE RIV,Mechanical,24,2024-04-24,4,6
929,Friday,WILSON STATION,Operations - Operator,16,2024-01-19,1,10
20,Tuesday,MIDLAND AND DANFORTH R,Diversion,30,2024-02-06,2,11
29,Friday,EGLINTON AND DUFFERIN,Operations - Operator,16,2024-08-02,8,14
995,Tuesday,YORK MILLS AND CEDARWO,Utilized Off Route,12,2024-07-16,7,19
41,Wednesday,PIONEER VILLAGE STATIO,Operations - Operator,20,2024-04-10,4,4
102,Tuesday,LAWRENCE AND MARKHAM,Utilized Off Route,40,2024-06-18,6,5
100,Tuesday,OVERLEA AND DON MILLS,Collision - TTC,20,2024-07-16,7,11
105,Saturday,FINCH AND DUFFERIN,General Delay,30,2024-05-04,5,14
32,Friday,EGLINTON STATION,Operations - Operator,16,2024-06-07,6,6
29,Tuesday,DUFFERIN AND DAVENPORT,Operations - Operator,16,2024-02-20,2,20
29,Monday,DUFFERIN AND CLAVER,Operations - Operator,16,2024-09-09,9,15
132,Wednesday,SEWELLS AND BRENYON,Mechanical,36,2024-01-24,1,21
97,Thursday,EGLINTON STATION,Diversion,50,2024-05-02,5,8
25,Sunday,DON MILLS STATION,Operations - Operator,20,2024-08-04,8,15
52,Friday,ISLINGTON AND DIXON,Security,40,2024-02-23,2,23
51,Friday,LESLIE AND FINCH,Emergency Services,58,2024-07-19,7,11
129,Wednesday,STEELES AND MCCOWAN,Operations - Operator,28,2024-03-13,3,18
96,Thursday,YORK MILLS STATION,Emergency Services,40,2024-09-05,9,1
25,Saturday,DON MILLS AND PREMIER,Mechanical,20,2024-03-30,3,21
110,Tuesday,ISLINGTON AND BLOOR,Mechanical,50,2024-06-18,6,15
125,Tuesday,BATHURST AND ANTIBES,Mechanical,20,2024-01-09,1,15
9,Tuesday,ST CLAIR AND MIDLAND,Mechanical,24,2024-04-30,4,6
95,Friday,ELLESMERE AND MEADOWVA,Mechanical,20,2024-03-08,3,20
36,Thursday,FINCH WEST STATION,Operations - Operator,52,2024-06-27,6,19
43,Monday,KENNEDY AND STEELES AT,Operations - Operator,20,2024-08-12,8,9
12,Tuesday,VICTORIA PARK AND DENT,Mechanical,24,2024-04-23,4,10
106,Tuesday,SHEPPARD WEST STATION,Mechanical,29,2024-06-04,6,6
320,Sunday,YONGE AND BLOOR,Security,30,2024-01-28,1,5
52,Wednesday,LAWRENCE AND MARLEE,Investigation,40,2024-06-05,6,9
501,Saturday,57 KING,Mechanical,16,2024-02-10,2,10
32,Friday,EGLINTON STATION,Mechanical,24,2024-07-05,7,14
29,Saturday,DUFFERIN AND LIBERTY S,Collision - TTC,9,2024-02-03,2,12
36,Thursday,FINCH AND WESTON,Operations - Operator,11,2024-05-16,5,7
86,Monday,MEADOWVALE LOOP,Mechanical,20,2024-01-15,1,20
116,Tuesday,NIELSON AND FINCH,Mechanical,30,2024-04-30,4,5
960,Thursday,FINCH STATION,Utilized Off Route,22,2024-01-11,1,10
29,Friday,DUFFERIN AND BLOOR,Collision - TTC,10,2024-03-22,3,19
11,Monday,LAWRENCE AND GREER,Operations - Operator,46,2024-05-27,5,12
112,Thursday,DUNDAS AND HIGHWAY 427,Mechanical,34,2024-06-06,6,18
939,Tuesday,BAYVIEW AND FINCH,Mechanical,22,2024-06-04,6,17
100,Wednesday,BROADVIEW STATION,Mechanical,16,2024-03-20,3,12
20,Thursday,KENNEDY AND EGLINTON,Mechanical,32,2024-01-18,1,5
939,Tuesday,FINCH AND MIDLAND,Mechanical,28,2024-03-26,3,9
106,Saturday,SHEPPARD AND KEELE,Cleaning - Unsanitary,40,2024-07-06,7,17
20,Monday,ATLEE AND PARK,Investigation,28,2024-04-22,4,14
97,Thursday,FINCH STATION,Emergency Services,20,2024-04-04,4,14
11,Friday,YONGE AND SCOLLARD,Cleaning - Unsanitary,10,2024-03-29,3,2
106,Sunday,SHEPPARD AND CHESSWOOD,Mechanical,24,2024-05-12,5,17
927,Wednesday,KIPLING STATION,Mechanical,20,2024-05-22,5,7
68,Tuesday,WARDEN AND EGLINTON,Collision - TTC,44,2024-04-23,4,13
119,Wednesday,JANE AND WILSON,General Delay,50,2024-05-15,5,16
118,Wednesday,KEELE AND WILSON,Mechanical,44,2024-09-11,9,13
165,Friday,ARROW AND FINCH,Collision - TTC,20,2024-08-02,8,13
985,Thursday,KENNEDY STATION,Mechanical,24,2024-08-22,8,15
7,Wednesday,BATHURST AND WILSON,Mechanical,20,2024-04-03,4,7
7,Sunday,FINCH AND BATHURST,Mechanical,18,2024-02-25,2,18
929,Thursday,DUFFERIN AND CASTLEFIE,Collision - TTC,16,2024-09-26,9,14
102,Sunday,EGLINTON AND MARKHAM,Mechanical,20,2024-03-24,3,11
35,Thursday,JANE AND TRETHEWEY,Mechanical,20,2024-01-18,1,0
7,Monday,BATHURST STATION,Mechanical,20,2024-06-17,6,7
939,Monday,MCCOWAN AND SHEPPARD,Security,32,2024-05-13,5,22
84,Monday,SHEPPARD WEST AND LAUR,Mechanical,16,2024-07-15,7,12
929,Monday,DUFFERIN AND LAWRENCE,General Delay,16,2024-05-06,5,16
935,Wednesday,JANE STATION,Mechanical,24,2024-06-19,6,16
85,Tuesday,DON MILLS STATION,Security,36,2024-01-30,1,20
944,Thursday,KIPLING STATION,Utilized Off Route,26,2024-04-11,4,11
90,Tuesday,ST CLAIR AND VAUGHAN,Collision - TTC,16,2024-03-05,3,16
320,Tuesday,FINCH AND YONGE,Emergency Services,16,2024-01-02,1,3
29,Sunday,DUFFERIN AND ROGERS,Emergency Services,20,2024-09-08,9,1
123,Wednesday,KIPLING STATION,Mechanical,24,2024-01-17,1,18
133,Friday,NIGHTSTAR AND WHARNSBY,Cleaning - Unsanitary,24,2024-04-19,4,13
52,Thursday,LAWRENCE AND DUCKWORTH,Security,36,2024-07-04,7,16
75,Thursday,SOUTH AND GLEN,Utilized Off Route,13,2024-04-11,4,12
125,Monday,FINCH STATION,Vision,16,2024-02-05,2,6
121,Sunday,FRONT AND BAY,General Delay,30,2024-03-31,3,17
35,Monday,JANE AND WEATHERELL,Utilized Off Route,20,2024-06-17,6,22
996,Wednesday,WILSON AND JANE,Mechanical,18,2024-03-20,3,8
937,Friday,ISLINGTON AND BARKWIN,Mechanical,28,2024-08-16,8,17
39,Thursday,FINCH STATION,Security,14,2024-03-21,3,22
43,Monday,KENNEDY STATION,Emergency Services,20,2024-09-30,9,17
87,Friday,MAIN STATION,Mechanical,20,2024-05-03,5,22
96,Wednesday,HUMBER COLLEGE,Mechanical,40,2024-07-24,7,17
952,Wednesday,CARLINGVIEW AND DIXON,Operations - Operator,20,2024-06-12,6,8
41,Wednesday,KEELE AND BEECHBOROUGH,Mechanical,24,2024-07-17,7,20
953,Tuesday,STEELES AND FAIRWAY HE,Mechanical,24,2024-04-02,4,15
34,Tuesday,EGLINTON AND DON MILLS,Cleaning - Unsanitary,31,2024-01-02,1,6
100,Wednesday,WINFORD AT DON MILLS,Mechanical,20,2024-03-20,3,21
31,Saturday,EASTERN AND QUEEN,Cleaning - Unsanitary,24,2024-04-20,4,11
165,Sunday,WILSON AND RIDLEY,Diversion,34,2024-08-11,8,19
29,Monday,DUFFERIN AND QUEEN,Vision,20,2024-07-01,7,0
21,Friday,EGLINTON AND BRIMLEY,Mechanical,30,2024-08-30,8,15
903,Thursday,KENNEDY STATION,Mechanical,16,2024-08-01,8,6
41,Wednesday,OLD WESTON AND TURNBER,Security,20,2024-09-25,9,11
935,Friday,JANE AND STEELES,Security,24,2024-06-28,6,15
52,Thursday,LAWRENCE AND SHERMOUNT,Mechanical,18,2024-04-25,4,18
160,Sunday,STEELES AND BATHURST,Operations - Operator,50,2024-06-30,6,18
43,Friday,SCARBOROUGH CENTRE STA,Vision,40,2024-07-26,7,10
86,Friday,EGLINTON AND MARKHAM,Security,20,2024-08-02,8,0
40,Monday,DUNDAS WEST STATION,Mechanical,38,2024-04-08,4,17
129,Wednesday,ELLESMERE AND KENNEDY,Mechanical,14,2024-07-03,7,20
47,Wednesday,CALEDONIA AND INNES,Security,36,2024-05-01,5,13
22,Sunday,DANFORTH AND WOODBINE,Collision - TTC,16,2024-06-23,6,17
83,Friday,DONLANDS STATION,Operations - Operator,26,2024-03-15,3,17
32,Sunday,EGLINTON AND WESTON,Mechanical,48,2024-07-28,7,17
38,Saturday,PORT UNION AND LAWRENC,Mechanical,28,2024-08-03,8,9
54,Wednesday,LAWRENCE AND MARKHAM,Mechanical,22,2024-04-10,4,15
36,Wednesday,WILLIAM R ALLEN AND OV,Mechanical,12,2024-05-22,5,14
92,Thursday,WOODBINE AND QUEEN,Mechanical,16,2024-04-25,4,6
31,Saturday,COXWELL STATION,Operations - Operator,24,2024-09-28,9,14
73,Sunday,ROYAL YORK AND TREHORN,Mechanical,44,2024-02-25,2,10
71,Friday,RUNNYMEDE STATION,Security,30,2024-08-16,8,19
11,Thursday,BAYVIEW AND SOUDAN,Security,40,2024-05-09,5,7
935,Wednesday,PIONEER VILLAGE STATIO,Mechanical,24,2024-06-26,6,16
112,Tuesday,RENFORTH STATION,Emergency Services,43,2024-09-03,9,1
86,Wednesday,KENNEDY STATION,Mechanical,36,2024-06-19,6,8
95,Tuesday,ELLESMERE AND MCCOWAN,Operations - Operator,20,2024-05-28,5,14
995,Thursday,ELLESMERE AND MARKHAM,Collision - TTC,22,2024-06-06,6,14
985,Thursday,DON MILLS STATION,Mechanical,30,2024-01-25,1,14
102,Saturday,MARKHAM AND ELLESMERE,Cleaning - Unsanitary,20,2024-02-10,2,10
41,Thursday,MOUNT DENNIS GARAGE,Operations - Operator,20,2024-06-27,6,6
37,Tuesday,FINCH AND ISLINGTON,Cleaning - Unsanitary,40,2024-08-20,8,23
36,Thursday,FINCH AND NORFINCH,Mechanical,20,2024-02-22,2,22
44,Sunday,COLONEL SAMUDL SMITH P,Cleaning - Unsanitary,18,2024-05-05,5,9
7,Tuesday,BATHURST AND FINCH,Security,20,2024-06-11,6,11
903,Wednesday,FINCH AND KENNEDY,Security,24,2024-03-06,3,17
985,Wednesday,SCARBOROUGH CENTER STA,Utilized Off Route,30,2024-05-29,5,23
35,Monday,JANE AND WILSON,Operations - Operator,24,2024-03-04,3,17
968,Wednesday,WARDEN AND EGLINTON,Mechanical,26,2024-08-07,8,7
126,Friday,ST CLAIR WEST STATION,Security,20,2024-04-26,4,0
29,Wednesday,WILSON STATION,Mechanical,18,2024-04-24,4,10
44,Sunday,KIPLING STATION,Mechanical,24,2024-07-07,7,17
133,Thursday,SCARBOROUGH CENTRE STA,Mechanical,19,2024-06-20,6,16
86,Tuesday,METRO ZOO BUS LOOP,Mechanical,40,2024-01-30,1,9
130,Thursday,MCCOWAN AND TRITON,Mechanical,44,2024-09-05,9,20
960,Monday,STEELES AND NORFINCH,Collision - TTC,22,2024-04-22,4,9
121,Thursday,GERRARD AND RIVER,Mechanical,39,2024-06-20,6,16
36,Tuesday,FINCH WEST STATION,Mechanical,12,2024-07-16,7,17
84,Saturday,SHEPPARD WEST STATION,Collision - TTC,16,2024-08-17,8,15
45,Saturday,KIPLING AND STEELES,Mechanical,18,2024-09-14,9,16
94,Saturday,CASTLE FRANK STATION,Operations - Operator,40,2024-04-27,4,14
72,Tuesday,PAPE AND DANFORTH,Mechanical,44,2024-03-26,3,10
87,Tuesday,BROADVIEW STATION,Security,26,2024-02-27,2,21
75,Saturday,GLEN RD AND ELM AVE,General Delay,48,2024-05-25,5,23
89,Tuesday,KEELE STATION,Mechanical,20,2024-07-30,7,10
935,Wednesday,JANE AND WILSON,Mechanical,30,2024-07-24,7,12
320,Sunday,SHEPPARD WEST STATION,Investigation,30,2024-07-21,7,9
900,Saturday,DUNDAS AND EAST MALL,Mechanical,16,2024-09-28,9,15
47,Thursday,CALEDONIA AND LESWYN,Mechanical,40,2024-07-04,7,20
36,Thursday,FINCH AND ROMFIELD,Operations - Operator,40,2024-09-19,9,6
985,Friday,KENNEDY STATION,Operations - Operator,26,2024-08-23,8,8
960,Thursday,STEELES AND BATHURST,Mechanical,19,2024-05-16,5,9
161,Friday,ALLIANCE AND DALRYMPLE,Vision,40,2024-09-06,9,18
116,Monday,MALVERN DIVISION,Operations - Operator,30,2024-01-08,1,4
35,Thursday,STEELES AVE W AND MURR,Collision - TTC,25,2024-02-22,2,19
94,Tuesday,OSSINGTON STATION,Utilized Off Route,20,2024-02-06,2,21
74,Friday,ST CLAIR STATION,Collision - TTC,36,2024-09-06,9,19
202,Sunday,FRONT AND BAY,Road Blocked - NON-TTC Collision,40,2024-07-28,7,9
95,Wednesday,ELLESMERE AND MILITARY,Operations - Operator,21,2024-08-28,8,18
960,Tuesday,YONGE AND STEELES,Cleaning - Unsanitary,22,2024-01-16,1,12
320,Wednesday,QUEEN'S QUAY AND YONGE,Mechanical,10,2024-01-24,1,3
75,Tuesday,SHERBOURNE AND BLOOR,Security,16,2024-03-26,3,17
43,Wednesday,KENNEDY AND PROGRESS,Emergency Services,20,2024-07-24,7,18
985,Tuesday,MIDLAND AND EGLINTON,Operations - Operator,20,2024-02-20,2,18
133,Monday,EGLINTON AND SOUTH SER,Utilized Off Route,32,2024-09-16,9,21
927,Monday,STEELES LOOP,Mechanical,22,2024-02-05,2,16
9,Monday,WARDEN STATION,Vision,42,2024-05-06,5,5
32,Friday,EGLINTON AND MARLEE,Operations - Operator,24,2024-07-12,7,19
57,Sunday,MAIN STREET STATION,Utilized Off Route,20,2024-07-14,7,20
52,Thursday,LAWRENCE AND WESTON,Mechanical,40,2024-08-01,8,11
121,Thursday,FRONT AND TANNERY,Diversion,48,2024-02-08,2,20
133,Tuesday,KENNEDY STATION,Mechanical,24,2024-08-20,8,16
32,Friday,EGLINTON AND KEELE,Operations - Operator,20,2024-04-26,4,16
44,Sunday,KIPLING AND NEW TORONT,Mechanical,18,2024-09-29,9,16
12,Thursday,VICTORIA PARK AND DANF,Mechanical,40,2024-03-07,3,15
131,Wednesday,SEWELLS AND NEILSON,General Delay,24,2024-02-07,2,5
35,Wednesday,PIONEER VILLAGE STATIO,Emergency Services,14,2024-06-19,6,11
122,Tuesday,MALVERN GARAGE,Mechanical,30,2024-07-02,7,13
900,Sunday,KIPLING STATION,Cleaning - Unsanitary,13,2024-02-11,2,12
104,Friday,WILSON STATION,Mechanical,52,2024-05-17,5,9
75,Friday,QUEENS QUAY AND JARVIS,Mechanical,12,2024-01-05,1,6
79,Thursday,RUNNYMEDE AND ANNETTE,Utilized Off Route,40,2024-08-01,8,18
121,Sunday,FRONT AND BAY,Security,40,2024-09-01,9,23
903,Tuesday,SCARBOROUGH CENTRE STA,Vision,16,2024-08-06,8,7
165,Monday,FINCH WEST AND WESTON,Operations - Operator,12,2024-09-30,9,7
54,Friday,LAWRENCE AND KENNEDY,Mechanical,30,2024-04-26,4,22
929,Saturday,SPRINGHURST LOOP,General Delay,22,2024-02-03,2,17
39,Friday,NEILSON AND CROW TRAIL,Mechanical,16,2024-05-03,5,18
35,Wednesday,JANE AND TRETHEWEY,Mechanical,16,2024-07-10,7,8
34,Monday,EGLINTON AND BAYVIEW,Mechanical,20,2024-03-04,3,14
54,Tuesday,LAWRENCE AND MARKHAM,Cleaning - Unsanitary,28,2024-07-30,7,14
82,Thursday,ROSEDALE STATION,Mechanical,50,2024-08-15,8,12
929,Wednesday,DUFFERIN AND BLOOR,Operations - Operator,14,2024-07-10,7,15
72,Saturday,PAPE AND LIPTON,Operations - Operator,15,2024-09-28,9,10
11,Thursday,BAYVIEW AND VALLEY,Mechanical,26,2024-02-08,2,14
165,Wednesday,BARMAC AND ORMONT,Operations - Operator,20,2024-04-24,4,18
32,Friday,EGLINTON WEST STATION,Mechanical,24,2024-03-22,3,16
102,Monday,137 THE WEST MALL,Operations - Operator,34,2024-09-30,9,1
161,Thursday,ROGERS AND DUFFERIN,Operations - Operator,40,2024-02-08,2,9
71,Friday,MOUNT DENNIS GARAGE,Operations - Operator,20,2024-09-27,9,7
89,Tuesday,KEELE STATION,Emergency Services,20,2024-08-20,8,9
63,Saturday,EGLINTON WEST STATION,Operations - Operator,20,2024-07-13,7,5
43,Friday,MIDLAND AND STEELES,Mechanical,20,2024-01-26,1,11
86,Wednesday,MEADOWVALE LOOP,Cleaning - Unsanitary,20,2024-01-31,1,20
112,Monday,KIPLING STATION,Utilized Off Route,36,2024-05-20,5,20
935,Monday,HOWARD MOSCOE AND STEE,Mechanical,16,2024-05-20,5,16
116,Monday,MORNINGSIDE AND STAINE,Mechanical,16,2024-05-13,5,6
929,Friday,DUFFERIN AND QUEEN,Collision - TTC,16,2024-09-27,9,16
52,Saturday,EGLINTON STATION,Mechanical,40,2024-06-22,6,16
86,Thursday,BRIMLEY AND EGLINTON,Mechanical,20,2024-03-21,3,0
32,Wednesday,EGLINTON STATION,Emergency Services,16,2024-09-04,9,6
36,Friday,FINCH AND ARROW,Mechanical,20,2024-03-22,3,22
939,Tuesday,FINCH AND BATHURST,Cleaning - Unsanitary,22,2024-05-21,5,16
939,Sunday,SCARBOROUGH CENTRE STA,Mechanical,20,2024-02-04,2,14
904,Friday,SHEPPARD AND ALLENFORD,Vision,24,2024-09-13,9,13
86,Saturday,MEADOWVALE LOOP AND SH,Mechanical,16,2024-02-24,2,20
86,Saturday,KENNEDY STATION,Operations - Operator,20,2024-07-06,7,17
46,Sunday,MARTIN GROVE AND CABER,Mechanical,40,2024-05-05,5,16
75,Sunday,SHERBOURNE AND WELLESL,Emergency Services,48,2024-04-21,4,10
102,Tuesday,TERMINAL 3 PEARSON AIR,Security,34,2024-04-16,4,3
122,Wednesday,FENSIDE AND ROYWOOD,Mechanical,24,2024-02-28,2,6
35,Tuesday,JANE AND TRETHEWEY,Operations - Operator,15,2024-05-14,5,19
53,Saturday,STEELES AND MIDLAND,Operations - Operator,38,2024-06-22,6,21
25,Tuesday,BROADVIEW STATION,Mechanical,14,2024-07-09,7,18
32,Wednesday,EGLINTON STATION,Emergency Services,26,2024-02-14,2,11
11,Thursday,DAVISVILLE AND BAYVIEW,Mechanical,50,2024-04-18,4,1
47,Friday,YORKDALE STATION,Mechanical,24,2024-01-19,1,16
131,Tuesday,MCLEVIN AND TAPSCOTT,Vision,30,2024-08-20,8,9
52,Friday,LAWRENCE AND BLACK CRE,Mechanical,37,2024-07-12,7,22
37,Friday,QUEENS PLATE AND REXDA,Emergency Services,40,2024-08-30,8,17
72,Monday,THORNCLIFFE AND OVERLE,Vision,12,2024-08-12,8,18
45,Thursday,MOUNT DENNIS GARAGE,Vision,20,2024-05-30,5,20
31,Saturday,COXWELL STATION,Operations - Operator,24,2024-06-22,6,16
165,Sunday,OLD WESTON AND DIRECTO,Emergency Services,20,2024-09-29,9,12
24,Saturday,VICTORIA PARK AND CRES,Operations - Operator,14,2024-07-13,7,16
76,Sunday,ROYAL YORK STATION,Operations - Operator,18,2024-06-02,6,22
34,Sunday,EGLINTON AND MOUNT PLE,Mechanical,28,2024-08-04,8,1
107,Tuesday,ALNESS AND FLINT,Mechanical,40,2024-03-26,3,21
924,Wednesday,VICTORIA PARK LOOP,Emergency Services,20,2024-05-22,5,17
122,Monday,YORK MILLS AND SCARSDA,Mechanical,20,2024-04-15,4,17
35,Tuesday,PIONEER VILLAGE STATIO,Mechanical,10,2024-09-24,9,14
63,Friday,OSSINGTON AND ARGYLE,Collision - TTC,16,2024-06-21,6,12
944,Tuesday,EVANS AND KIPLING,Utilized Off Route,22,2024-04-09,4,16
929,Friday,DUFFERIN AND QUEEN,Collision - TTC,17,2024-03-29,3,12
47,Saturday,LANSDOWNE AND DUNDAS,General Delay,36,2024-06-22,6,11
90,Thursday,BATHURST STATION,Investigation,16,2024-03-14,3,18
112,Wednesday,ERINGATE AND RANGOON,Mechanical,48,2024-04-24,4,11
925,Wednesday,DON MILLS AND STEELES,Mechanical,26,2024-09-04,9,9
96,Monday,HUMBERIINE AND FINCH,Mechanical,40,2024-06-24,6,19
165,Wednesday,WESTON AND STEELES,Utilized Off Route,15,2024-04-03,4,1
60,Sunday,STEELES AND BATHURST,Mechanical,20,2024-08-04,8,16
23,Saturday,MAIN STREET STATION,Mechanical,30,2024-07-13,7,23
25,Thursday,DON MILLS AND YORK MIL,Security,14,2024-09-19,9,13
135,Wednesday,WARDEN AND DANFORTH,Diversion,28,2024-02-28,2,21
165,Saturday,WESTON AND FINCH,Cleaning - Unsanitary,17,2024-02-17,2,16
54,Thursday,LAWRENCE AND COLLINSGR,Operations - Operator,18,2024-09-12,9,8
52,Wednesday,LAWRENCE AND BLACK CRE,Mechanical,18,2024-08-14,8,17
939,Friday,FINCH AND BAYLAWN,Security,36,2024-07-05,7,19
53,Thursday,MARKHAM AND STEELES,Vision,10,2024-09-19,9,21
112,Monday,INTERNATIONAL AND CARL,Mechanical,34,2024-07-22,7,20
72,Wednesday,THORNCLIFFE AND OVERLE,Mechanical,14,2024-09-04,9,17
36,Saturday,FINCH WEST STATION,Mechanical,16,2024-04-27,4,12
63,Saturday,OSSINGTON STATION,Mechanical,11,2024-03-09,3,12
42,Wednesday,MCNICOLL AND MCCOWAN,Mechanical,28,2024-06-19,6,21
935,Wednesday,OLD MILL STATION,Mechanical,30,2024-09-25,9,20
84,Thursday,RIVALDA AND SHEPPARD,Operations - Operator,9,2024-06-27,6,13
29,Sunday,EAST LIBERTY AND PIRAN,Mechanical,16,2024-04-14,4,7
69,Friday,ROYAL YORK STATION,Operations - Operator,48,2024-09-20,9,22
90,Friday,BATHURST STATION,Operations - Operator,18,2024-04-19,4,5
90,Wednesday,BATHURST STATION,Utilized Off Route,18,2024-01-03,1,21
72,Friday,CARLAW AND GERRARD,Mechanical,38,2024-04-12,4,8
21,Wednesday,KENNEDY STATION,Mechanical,40,2024-01-24,1,20
119,Wednesday,OAKDALE AND SHEPPARD,General Delay,50,2024-02-07,2,16
168,Tuesday,DUNDAS WEST STATION,Emergency Services,20,2024-06-04,6,2
904,Tuesday,KENNEDY STATION,Security,30,2024-09-24,9,0
29,Friday,WILSON STATION,Mechanical,16,2024-01-19,1,14
65,Wednesday,BIRCHMOUNT GARAGE,Operations - Operator,30,2024-03-20,3,5
63,Monday,OSSINGTON STATION,Operations - Operator,18,2024-04-01,4,12
37,Thursday,ISLINGTON AND BLOOR,Emergency Services,36,2024-05-09,5,8
32,Friday,EGLINTON AND YONGE,Operations - Operator,17,2024-04-05,4,5
96,Wednesday,CLAIREVILLE AND HUDDER,Mechanical,32,2024-04-10,4,22
7,Sunday,BATHURST AND ST CLAIR,Operations - Operator,20,2024-05-19,5,10
902,Tuesday,KINGSTON AND BELLAMY,Mechanical,20,2024-04-16,4,17
32,Wednesday,LAWRENCE AND PINE,Mechanical,19,2024-01-17,1,7
40,Tuesday,BLOOR AND ROYAL YORK,Utilized Off Route,30,2024-03-19,3,19
929,Sunday,ALLEN AND TRANSIT,Mechanical,30,2024-03-17,3,4
94,Wednesday,CASTLE FRANK STATION,Operations - Operator,20,2024-01-31,1,13
63,Friday,OAKWOOD AND ROGERS,Collision - TTC,16,2024-09-20,9,13
102,Saturday,MALVERN GARAGE,Mechanical,20,2024-09-28,9,12
50,Tuesday,BURNHAMTHORPE AND OLD,Mechanical,40,2024-02-27,2,15
960,Friday,PIONEER VILLAGE STATIO,Mechanical,16,2024-04-26,4,18
55,Monday,JANE STATION,Mechanical,36,2024-07-15,7,8
82,Tuesday,ROSEDALE STATION,Mechanical,50,2024-06-18,6,0
79,Wednesday,LAWRENCE AND PINE,General Delay,56,2024-08-28,8,16
96,Wednesday,HUMBERLINE AND FINCH,Mechanical,40,2024-07-03,7,16
50,Wednesday,MILL ROAD LOOP,Operations - Operator,28,2024-06-19,6,10
71,Tuesday,MOUNT DENNIS GARAGE,General Delay,20,2024-06-04,6,14
14,Tuesday,DAVISVILLE AND FORMAN,Mechanical,41,2024-02-20,2,7
113,Saturday,MAIN STREET STATION,Mechanical,40,2024-09-07,9,20
29,Saturday,DUFFERIN AND ST CLAIR,Mechanical,16,2024-05-25,5,14
32,Thursday,EGLINTON STATION,Cleaning - Unsanitary,32,2024-09-12,9,22
929,Sunday,DUFFERIN GATE LOOP,Utilized Off Route,20,2024-07-07,7,8
52,Friday,LAWRENCE AND DUFFERIN,Security,40,2024-08-09,8,12
939,Wednesday,SCARBOROUGH CENTRE STA,General Delay,20,2024-09-25,9,9
36,Tuesday,FINCH WEST STATION,Operations - Operator,12,2024-04-16,4,17
35,Thursday,JANE AND ALLIANCE,Mechanical,12,2024-01-25,1,17
37,Saturday,ISLINGTON STATION,Operations - Operator,38,2024-06-15,6,20
78,Sunday,YORK MILLS AND OLD YOR,Mechanical,50,2024-05-19,5,9
29,Thursday,DUFFERIN AND WHITMORE,Operations - Operator,16,2024-08-29,8,21
102,Sunday,EGLINTON AND MARKHAM,Mechanical,20,2024-06-16,6,18
903,Tuesday,CENTENNIAL COLLEGE,Operations - Operator,16,2024-05-21,5,10
15,Wednesday,EVANS AND CREEMORE,Collision - TTC,28,2024-02-07,2,17
91,Friday,BROOKBANKS AND VALLEY,General Delay,40,2024-01-12,1,19
19,Thursday,SHEBOURNE AND QUEENS Q,Mechanical,28,2024-02-29,2,15
35,Tuesday,JANE AND CHURCH,Mechanical,24,2024-06-04,6,17
935,Tuesday,JANE AND JOHNS,Utilized Off Route,30,2024-07-16,7,12
39,Thursday,FINCH AND KENNEDY,Mechanical,17,2024-02-08,2,6
7,Friday,YONGE AND FINCH,Mechanical,10,2024-08-09,8,2
7,Monday,BATHURST AND BURTON,Mechanical,20,2024-04-22,4,18
22,Monday,COXWELL STATION,Mechanical,17,2024-08-19,8,18
160,Tuesday,BATHURST AND FISHERVIL,Operations - Operator,50,2024-07-09,7,12
12,Saturday,KIPLING STATION,Operations - Operator,38,2024-09-28,9,13
131,Friday,MORNINGVIEW TRAIL AND,Mechanical,15,2024-05-03,5,1
189,Monday,JANE AND ST CLAIR,Collision - TTC,52,2024-08-05,8,15
